"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-16",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-17",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-18",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-19",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-20",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-21",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-22",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-23",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-24",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-25",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-26",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-27",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-02-28",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-01",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-02",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-03",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-05",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-06",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-07",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-08",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-09",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-10",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-11",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-12",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-13",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-14",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-15",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-16",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-17",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-18",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-19",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-20",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-21",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-22",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-23",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-24",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-25",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-26",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-27",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-28",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-29",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-30",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-03-31",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-01",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-02",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-03",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-04",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-11",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-12",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-13",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-14",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-15",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-16",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-17",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-18",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-19",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-20",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-04-21",,,,
"US1MTYS0027","BILLINGS 3.2 NNE, MT US","2021-05-01",,,,
